NAME,CLUB,LEAGUE,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Mitchel Bakker,Paris Saint-Germain,France Ligue 1,LB,Silver,66,73,26,54,64,63,65
Jeong Woo Yeong,SC Freiburg,Germany 1. Bundesliga,RM,Silver,66,56,25,44,42,66,69
Massih Wassey,SC Paderborn 07,Germany 1. Bundesliga,CM,Silver,66,75,40,53,59,63,75
Olivier Verdon,Deportivo Alavés,Spain Primera Division,CB,Silver,66,76,60,61,70,55,61
Mamadou Coulibaly,Udinese,Italy Serie A,CM,Silver,66,76,65,65,67,45,66
Demetri Mitchell,Manchester United,England Premier League,LB,Silver,66,66,60,57,68,28,67
Rafik Guitane,Stade Rennais,France Ligue 1,CAM,Silver,66,73,37,61,57,63,70
Juan Leiva,Union La Calera,Chile Campeonato Nacional Scotiabank,CM,Silver,66,71,38,51,62,65,68
Renato Tarifeño,Palestino,Chile Campeonato Nacional Scotiabank,ST,Silver,66,84,65,56,68,33,60
Sidy Sarr,Nîmes Olympique,France Ligue 1,CM,Silver,66,41,54,59,61,64,71
Julian Ryerson,1. FC Union Berlin,Germany 1. Bundesliga,RB,Silver,66,64,39,49,48,65,71
Ricardo González,Huachipato,Chile Campeonato Nacional Scotiabank,RM,Silver,66,76,66,60,60,37,70
Philipp Ochs,TSG 1899 Hoffenheim,Germany 1. Bundesliga,LM,Silver,66,62,64,49,60,28,78
Agustín Doffo,O'Higgins,Chile Campeonato Nacional Scotiabank,CAM,Silver,66,62,64,50,61,31,76
Raimundo Rebolledo,Universidad Católica,Chile Campeonato Nacional Scotiabank,RB,Silver,66,71,32,40,50,62,74
Alan Empereur,Hellas Verona,Italy Serie A,CB,Silver,66,70,57,64,71,56,60
Carlos Lobos,Universidad Católica,Chile Campeonato Nacional Scotiabank,CM,Silver,66,72,60,50,63,19,58
Kuki Zalazar,Real Valladolid,Spain Primera Division,CAM,Silver,66,73,60,67,68,62,66
Nolan Mbemba,Stade de Reims,France Ligue 1,CM,Silver,66,63,44,60,62,64,78
Pedro Chirivella,Liverpool,England Premier League,CM,Silver,66,69,42,57,61,64,72
Jarosław Jach,Crystal Palace,England Premier League,CB,Silver,66,71,51,61,67,60,69
Gautier Lloris,OGC Nice,France Ligue 1,CB,Silver,66,74,36,57,63,65,68
Jason Flores,Deportes Antofagasta,Chile Campeonato Nacional Scotiabank,LM,Silver,66,77,66,54,65,29,68
Carlos Espinosa,Curicó Unido,Chile Campeonato Nacional Scotiabank,CAM,Silver,66,72,48,60,66,60,68
Santiago Lizana,Palestino,Chile Campeonato Nacional Scotiabank,CAM,Silver,66,73,56,59,69,45,63
Aaron Tshibola,Aston Villa,England Premier League,CM,Silver,66,47,67,59,67,57,69
Sam McQueen,Southampton,England Premier League,LB,Silver,66,63,33,55,47,68,72
Brendan Chardonnet,Stade Brestois 29,France Ligue 1,CB,Silver,66,50,24,50,55,66,70
Sebastián Pol,O'Higgins,Chile Campeonato Nacional Scotiabank,ST,Silver,66,79,38,38,48,63,79
Fernando Cornejo,Coquimbo Unido,Chile Campeonato Nacional Scotiabank,CM,Silver,66,57,54,60,61,64,75
Alejandro Delfino,Deportes Antofagasta,Chile Campeonato Nacional Scotiabank,CB,Silver,66,73,58,66,63,46,68
Eric Godoy,Cobresal,Chile Campeonato Nacional Scotiabank,CB,Silver,66,62,39,56,54,63,72
Sebastián Varas,Unión Española,Chile Campeonato Nacional Scotiabank,ST,Silver,66,75,66,66,62,61,76
Mauricio Yedro,Coquimbo Unido,Chile Campeonato Nacional Scotiabank,CM,Silver,66,53,43,53,52,66,77
Juan Carlos Espinoza,Universidad Católica,Chile Campeonato Nacional Scotiabank,RB,Silver,66,64,61,63,66,64,72
Gaspar Iñíguez,Udinese,Italy Serie A,CM,Silver,66,70,63,60,66,29,67
Isaac Díaz,Everton de Viña del Mar,Chile Campeonato Nacional Scotiabank,ST,Silver,66,55,52,62,57,64,73
Nicolás Maturana,Universidad de Concepción,Chile Campeonato Nacional Scotiabank,RW,Silver,66,59,27,50,52,67,71
Luis Pavez Muñoz,Unión Española,Chile Campeonato Nacional Scotiabank,LB,Silver,66,56,65,46,60,30,65
Carlos Escobar,Cobresal,Chile Campeonato Nacional Scotiabank,ST,Silver,66,74,36,53,63,65,69
Claudio Meneses,Union La Calera,Chile Campeonato Nacional Scotiabank,CB,Silver,66,71,40,53,61,65,67
Hans Salinas,Deportes Iquique,Chile Campeonato Nacional Scotiabank,LM,Silver,66,90,63,60,69,34,58
Kévin Mayi,Stade Brestois 29,France Ligue 1,ST,Silver,66,77,64,53,67,37,59
Samir Carruthers,Sheffield United,England Premier League,CAM,Silver,66,68,57,66,64,53,67
Nicolás Peñailillo,Deportes Antofagasta,Chile Campeonato Nacional Scotiabank,LB,Silver,66,71,63,63,68,44,63
Josepmir Ballón,Universidad de Concepción,Chile Campeonato Nacional Scotiabank,CDM,Silver,66,79,28,51,61,60,66
Roberto Cereceda,O'Higgins,Chile Campeonato Nacional Scotiabank,LB,Silver,66,74,54,60,61,58,71
Karamoko Cissé,Hellas Verona,Italy Serie A,ST,Silver,66,63,31,44,43,64,71
Moussa Sylla,AS Monaco,France Ligue 1,ST,Silver,66,72,51,65,67,62,56
Mihailo Ristić,Montpellier HSC,France Ligue 1,LWB,Silver,66,67,50,58,64,60,71
Paolo Ghiglione,Genoa,Italy Serie A,RM,Silver,66,82,54,60,67,61,75
Josh Maja,Girondins de Bordeaux,France Ligue 1,ST,Silver,66,62,63,63,63,56,72
Yacine Adli,Girondins de Bordeaux,France Ligue 1,CM,Silver,66,64,26,36,45,65,73
Dennis Jastrzembski,Hertha BSC,Germany 1. Bundesliga,LM,Silver,66,65,65,56,62,31,61
Arkadiusz Reca,Atalanta,Italy Serie A,LB,Silver,66,65,52,58,60,63,68
Pedro Neto,Wolverhampton Wanderers,England Premier League,CF,Silver,66,57,66,47,57,28,63
Patrick Kammerbauer,SC Freiburg,Germany 1. Bundesliga,CDM,Silver,66,68,49,63,66,66,70
Mehdi Léris,Sampdoria,Italy Serie A,CM,Silver,66,57,51,65,62,60,70
Federico Dimarco,Inter,Italy Serie A,LB,Silver,66,78,62,56,65,41,62
Oumar Solet,Olympique Lyonnais,France Ligue 1,CB,Silver,66,65,55,62,65,63,62
Senou Coulibaly,Dijon FCO,France Ligue 1,CB,Silver,66,71,55,63,69,57,62
Felix Götze,FC Augsburg,Germany 1. Bundesliga,CB,Silver,66,67,52,60,73,34,37
Jonathan Panzo,AS Monaco,France Ligue 1,CB,Silver,65,76,63,50,64,24,64
Nassim Boujellab,FC Schalke 04,Germany 1. Bundesliga,CAM,Silver,65,51,36,49,45,63,72
Metehan Güçlü,Paris Saint-Germain,France Ligue 1,ST,Silver,65,74,61,65,66,47,63
Moncayola,CA Osasuna,Spain Primera Division,LM,Silver,65,68,32,55,57,65,63
Eddy Sylvestre,OGC Nice,France Ligue 1,RW,Silver,65,65,60,64,65,45,70
Bryan Gil,Sevilla FC,Spain Primera Division,LW,Silver,65,68,45,63,68,56,59
Bukayo Saka,Arsenal,England Premier League,LM,Silver,65,68,47,55,57,65,66
Avilés,CD Leganés,Spain Primera Division,RM,Silver,65,73,65,59,69,36,57
Mollejo,Atlético de Madrid,Spain Primera Division,RW,Silver,65,70,63,59,69,30,53
De la Fuente,Real Madrid,Spain Primera Division,CB,Silver,65,58,29,51,57,65,61
Petar Mićin,Udinese,Italy Serie A,RW,Silver,65,75,63,51,61,23,65
Adil Taoui,Toulouse FC,France Ligue 1,ST,Silver,65,69,48,62,69,63,59
Mohamed Simakan,RC Strasbourg,France Ligue 1,CB,Silver,65,67,62,69,68,60,71
Florian Chabrolle,Olympique de Marseille,France Ligue 1,CAM,Silver,65,70,63,56,67,31,60
Álex Collado,FC Barcelona,Spain Primera Division,CM,Silver,65,48,65,56,59,27,70
Imran Louza,FC Nantes,France Ligue 1,CM,Silver,65,64,63,59,64,30,65
Rifet Kapić,SC Paderborn 07,Germany 1. Bundesliga,CM,Silver,65,72,36,54,64,62,68
Fabian Torres,Audax Italiano,Chile Campeonato Nacional Scotiabank,CB,Silver,65,69,64,57,67,39,64
Matias Cavalleri,Curicó Unido,Chile Campeonato Nacional Scotiabank,RW,Silver,65,76,65,57,67,22,65
Chumi,FC Barcelona,Spain Primera Division,CB,Silver,65,85,60,60,66,29,61
Igor,Spal,Italy Serie A,CB,Silver,65,72,59,53,65,25,76
Lyle Foster,AS Monaco,France Ligue 1,ST,Silver,65,71,33,59,58,62,73
Fran Manzanara,Levante UD,Spain Primera Division,CDM,Silver,65,84,52,57,70,59,75
Josua Mejías,Atlético de Madrid,Spain Primera Division,CB,Silver,65,66,67,65,63,34,68
Berrocal,Sevilla FC,Spain Primera Division,CB,Silver,65,87,53,57,68,32,59
Abou-Malal Ba,FC Nantes,France Ligue 1,CM,Silver,65,77,36,47,44,62,74
Soufyan Ahannach,Brighton & Hove Albion,England Premier League,LW,Silver,65,77,61,61,66,43,59
Jordan Tell,Stade Rennais,France Ligue 1,ST,Silver,65,70,64,51,63,35,73
Mirko Antonucci,Roma,Italy Serie A,LW,Silver,65,68,59,60,64,38,74
Jesús Hernández,Audax Italiano,Chile Campeonato Nacional Scotiabank,ST,Silver,65,63,26,35,39,64,66
Sam Hughes,Leicester City,England Premier League,CB,Silver,65,45,51,64,66,56,70
Kelechi Nwakali,Arsenal,England Premier League,CAM,Silver,65,61,59,62,69,59,63
Thomas Basila,FC Nantes,France Ligue 1,CB,Silver,65,69,58,63,66,51,61
Víctor Retamal,Universidad de Concepción,Chile Campeonato Nacional Scotiabank,RB,Silver,65,62,52,69,65,57,62
Luis Perea,CA Osasuna,Spain Primera Division,CM,Silver,65,74,61,51,66,33,66
Matías Sepúlveda,O'Higgins,Chile Campeonato Nacional Scotiabank,CM,Silver,65,88,56,58,62,43,69
Jorge Cuenca,FC Barcelona,Spain Primera Division,CB,Silver,65,77,64,41,55,23,65
Anders Dreyer,Brighton & Hove Albion,England Premier League,RM,Silver,65,57,25,37,40,63,71
Álex Martín,CD Leganés,Spain Primera Division,CB,Silver,65,57,42,59,58,63,69
Simone Lo Faso,Lecce,Italy Serie A,CF,Silver,65,82,62,60,63,33,57
Japhet Tanganga,Tottenham Hotspur,England Premier League,CB,Silver,65,74,48,60,66,61,73
Rodrigo González,Unión Española,Chile Campeonato Nacional Scotiabank,RM,Silver,65,73,56,62,69,57,66
Iván Morales,CD Viñazur,Chile Campeonato Nacional Scotiabank,RW,Silver,65,72,64,62,64,48,67
Tomás Alarcón,O'Higgins,Chile Campeonato Nacional Scotiabank,CDM,Silver,65,63,38,52,55,64,71
Jean-Ricner Bellegarde,RC Strasbourg,France Ligue 1,CDM,Silver,65,77,62,57,66,46,67
Marshall Munetsi,Stade de Reims,France Ligue 1,CB,Silver,65,79,45,64,67,57,62
Mario Parra,Curicó Unido,Chile Campeonato Nacional Scotiabank,CB,Silver,65,76,59,63,70,48,67
Jaime Soto,Coquimbo Unido,Chile Campeonato Nacional Scotiabank,RB,Silver,65,77,58,58,65,59,64
Franco Lobos,Union La Calera,Chile Campeonato Nacional Scotiabank,LM,Silver,65,48,41,50,57,61,73
Keinan Davis,Aston Villa,England Premier League,ST,Silver,65,39,43,56,50,64,67
Fabian Reese,FC Schalke 04,Germany 1. Bundesliga,RM,Silver,65,91,60,45,62,30,56
Walter Ponce,Universidad de Concepción,Chile Campeonato Nacional Scotiabank,ST,Silver,65,53,31,40,39,64,70
Marcel Hilßner,SC Paderborn 07,Germany 1. Bundesliga,RM,Silver,65,82,61,62,64,59,71
Guillermo Pacheco,Universidad de Concepción,Chile Campeonato Nacional Scotiabank,RB,Silver,65,66,25,48,55,64,70
Matthieu Udol,FC Metz,France Ligue 1,LB,Silver,65,69,62,63,67,38,52
Ismail Azzaoui,VfL Wolfsburg,Germany 1. Bundesliga,LM,Silver,65,73,32,47,48,61,81
Khiry Shelton,SC Paderborn 07,Germany 1. Bundesliga,ST,Silver,65,78,58,59,66,60,59
Gaetano Castrovilli,Fiorentina,Italy Serie A,CM,Silver,65,90,56,57,67,30,59
Grégory Berthier,Stade de Reims,France Ligue 1,LM,Silver,65,80,66,58,64,52,72
Carlos Blanco,Villarreal CF,Spain Primera Division,CB,Silver,65,81,59,59,67,27,63
Claudio Jopia,Huachipato,Chile Campeonato Nacional Scotiabank,LB,Silver,65,74,61,64,66,52,76
Matías Blázquez,Deportes Iquique,Chile Campeonato Nacional Scotiabank,CB,Silver,65,77,59,61,66,43,65
Filip Jagiełło,Genoa,Italy Serie A,CM,Silver,65,56,53,61,61,62,74
George Thomas,Leicester City,England Premier League,CAM,Silver,65,46,43,54,54,65,76
Luis Pavez Contreras,Unión Española,Chile Campeonato Nacional Scotiabank,CDM,Silver,65,57,33,51,53,60,80
Gustavo Mencia,Universidad de Concepción,Chile Campeonato Nacional Scotiabank,CB,Silver,65,61,60,63,68,63,58
Florian Kath,SC Freiburg,Germany 1. Bundesliga,LM,Silver,65,61,32,52,52,62,73
Gabriel Vargas,Curicó Unido,Chile Campeonato Nacional Scotiabank,ST,Silver,65,68,62,56,64,30,67
Michael Lepe,Deportes Antofagasta,Chile Campeonato Nacional Scotiabank,CM,Silver,65,91,54,59,68,35,61
Misael Dávila,Unión Española,Chile Campeonato Nacional Scotiabank,CM,Silver,65,94,60,52,66,29,60
Manuel Bravo,Deportes Iquique,Chile Campeonato Nacional Scotiabank,LB,Silver,65,71,64,55,66,36,64
Bastián San Juan,Everton de Viña del Mar,Chile Campeonato Nacional Scotiabank,CB,Silver,65,69,53,59,63,61,71
Marcelo Jorquera,Cobresal,Chile Campeonato Nacional Scotiabank,LB,Silver,65,71,53,61,63,63,64
René Bugueño,Cobresal,Chile Campeonato Nacional Scotiabank,RB,Silver,65,64,36,53,51,60,81
Iván Vásquez,Audax Italiano,Chile Campeonato Nacional Scotiabank,CM,Silver,65,76,62,48,57,36,83
Phil Ofosu-Ayeh,Wolverhampton Wanderers,England Premier League,RB,Silver,65,52,48,48,56,61,74
Andrea Tabanelli,Lecce,Italy Serie A,CM,Silver,65,77,55,57,65,60,69
Ryan Inniss,Crystal Palace,England Premier League,CB,Silver,65,63,54,65,68,55,54
Jordan Graham,Wolverhampton Wanderers,England Premier League,LM,Silver,65,77,64,50,59,25,58
Simone Calvano,Hellas Verona,Italy Serie A,CM,Silver,65,69,62,51,61,23,57
Luis Pedro Figueroa,Universidad de Concepción,Chile Campeonato Nacional Scotiabank,RM,Silver,65,73,55,61,67,35,52
Francesco Cosenza,Lecce,Italy Serie A,CB,Silver,65,70,60,60,66,32,46
Christopher Rocchia,Olympique de Marseille,France Ligue 1,LB,Silver,65,85,58,54,68,34,58
Charalampos Lykogiannis,Cagliari,Italy Serie A,LB,Silver,65,74,58,60,66,34,47
Emile Smith Rowe,Arsenal,England Premier League,LW,Silver,65,45,24,44,39,64,66
Svante Ingelsson,Udinese,Italy Serie A,CM,Silver,65,78,60,59,67,32,40
Isaac Lihadji,Olympique de Marseille,France Ligue 1,RW,Bronze,64,80,59,59,66,29,48
Adrian Stanilewicz,Bayer 04 Leverkusen,Germany 1. Bundesliga,CM,Bronze,64,39,35,42,51,65,66
Virgiliu Postolachi,LOSC Lille,France Ligue 1,ST,Bronze,64,60,58,64,67,56,68
Ellis Simms,Everton,England Premier League,ST,Bronze,64,73,61,53,64,29,58
Ivann Botella,RC Strasbourg,France Ligue 1,ST,Bronze,64,76,43,56,62,59,68
Mateu Morey,Borussia Dortmund,Germany 1. Bundesliga,RB,Bronze,64,78,50,61,66,38,60
Paulino,Deportivo Alavés,Spain Primera Division,RM,Bronze,64,65,34,49,55,62,69
Cheikh Niasse,LOSC Lille,France Ligue 1,CDM,Bronze,64,55,51,63,64,55,63
Dani Vivian,Athletic Club de Bilbao,Spain Primera Division,CB,Bronze,64,72,27,50,57,64,66
Zourdine Thior,Real Sociedad,Spain Primera Division,RW,Bronze,64,64,64,36,58,23,72
Roberto Piccoli,Atalanta,Italy Serie A,ST,Bronze,64,71,55,63,65,61,68
Sebastián Cabrera,Coquimbo Unido,Chile Campeonato Nacional Scotiabank,LB,Bronze,64,66,63,60,66,33,50
Nico Schlotterbeck,SC Freiburg,Germany 1. Bundesliga,CB,Bronze,64,91,58,56,61,36,68
Ibañez,Atalanta,Italy Serie A,CB,Bronze,64,63,54,57,60,66,74
Lucas Ribeiro,TSG 1899 Hoffenheim,Germany 1. Bundesliga,CB,Bronze,64,62,30,57,59,59,70
Fernando Arismendi,Everton de Viña del Mar,Chile Campeonato Nacional Scotiabank,CAM,Bronze,64,73,57,63,66,51,62
Bafodé Diakité,Toulouse FC,France Ligue 1,RB,Bronze,64,63,54,61,63,59,72
Riccardo Sottil,Fiorentina,Italy Serie A,LW,Bronze,64,71,58,57,63,47,67
Andrei Lupu,Deportivo Alavés,Spain Primera Division,ST,Bronze,64,52,35,40,43,64,65
Troy Parrott,Tottenham Hotspur,England Premier League,ST,Bronze,64,75,61,56,68,29,48
Ousseynou Ndiaye,Olympique Lyonnais,France Ligue 1,CAM,Bronze,64,42,30,50,45,67,50
André Anderson,Lazio,Italy Serie A,CF,Bronze,64,71,63,61,61,61,67
Perera,Deportivo Alavés,Spain Primera Division,CDM,Bronze,64,77,62,61,66,44,57
Jacopo Segre,Torino,Italy Serie A,CM,Bronze,64,78,56,59,65,38,59
Marco Collao,Deportes Antofagasta,Chile Campeonato Nacional Scotiabank,CAM,Bronze,64,74,59,63,68,54,63
Clément Vidal,Montpellier HSC,France Ligue 1,CB,Bronze,64,69,56,66,66,56,62
Muhammed Kiprit,Hertha BSC,Germany 1. Bundesliga,ST,Bronze,64,81,58,61,64,55,61
Derick Osei Yaw,Stade Brestois 29,France Ligue 1,RW,Bronze,64,68,63,50,63,63,58
Johannes Dörfler,SC Paderborn 07,Germany 1. Bundesliga,RM,Bronze,64,66,45,68,64,45,63
Streli Mamba,SC Paderborn 07,Germany 1. Bundesliga,ST,Bronze,64,72,61,60,65,24,54
David Alba,Getafe CF,Spain Primera Division,CB,Bronze,64,55,64,44,58,32,66
Diego Valencia,Universidad Católica,Chile Campeonato Nacional Scotiabank,ST,Bronze,64,64,35,48,47,63,68
Lubomir Tupta,Hellas Verona,Italy Serie A,ST,Bronze,64,78,28,39,40,62,75
Carlos Isaac,Atlético de Madrid,Spain Primera Division,RB,Bronze,64,59,66,47,60,29,62
Leonardo Balerdi,Borussia Dortmund,Germany 1. Bundesliga,CB,Bronze,64,76,58,59,66,40,57
Rayan Aït Nouri,Angers SCO,France Ligue 1,LB,Bronze,64,67,47,64,61,48,67
Yonathan Andia,Union La Calera,Chile Campeonato Nacional Scotiabank,RB,Bronze,64,74,61,52,66,22,43
Cyrill Akono,1. FSV Mainz 05,Germany 1. Bundesliga,ST,Bronze,64,63,56,62,67,41,46
Sidney Friede,Hertha BSC,Germany 1. Bundesliga,CM,Bronze,64,51,28,33,35,63,78
Abou Ouattara,LOSC Lille,France Ligue 1,RM,Bronze,64,79,58,58,64,40,62
Toni Moya,Atlético de Madrid,Spain Primera Division,CM,Bronze,64,69,56,63,63,62,68
Facundo García,CD Leganés,Spain Primera Division,CDM,Bronze,64,78,50,59,64,61,63
Rigoberto Rivas,Inter,Italy Serie A,RM,Bronze,64,60,26,42,48,62,71
José Lara,Sevilla FC,Spain Primera Division,RM,Bronze,64,58,55,62,64,62,53
Víctor López,Deportivo Alavés,Spain Primera Division,RM,Bronze,64,78,59,53,64,36,68
Hicham Mahou,OGC Nice,France Ligue 1,RW,Bronze,64,67,54,59,67,54,56
Rhian Brewster,Liverpool,England Premier League,ST,Bronze,64,60,36,45,53,63,69
Tachi,Deportivo Alavés,Spain Primera Division,CB,Bronze,64,70,66,59,66,35,59
Aaron Connolly,Brighton & Hove Albion,England Premier League,ST,Bronze,64,86,60,55,66,37,59
Javi Jiménez,Valencia CF,Spain Primera Division,CB,Bronze,64,67,54,61,67,46,62
Morgan Feeney,Everton,England Premier League,CB,Bronze,64,64,59,64,69,48,66
Angelo Quiñones,Union La Calera,Chile Campeonato Nacional Scotiabank,CM,Bronze,64,83,48,49,61,55,59
Andrés Schetino,Fiorentina,Italy Serie A,CDM,Bronze,64,73,59,62,64,58,73
Neri Bandiera,Curicó Unido,Chile Campeonato Nacional Scotiabank,RW,Bronze,64,39,44,60,58,62,63
Ricardo Escobar,Audax Italiano,Chile Campeonato Nacional Scotiabank,CB,Bronze,64,69,58,58,60,60,69
David Kiki,Stade Brestois 29,France Ligue 1,LB,Bronze,64,59,55,70,70,52,54
Sebastián Leyton,Union La Calera,Chile Campeonato Nacional Scotiabank,CM,Bronze,64,69,59,60,67,60,62
Bilal Boutobba,Montpellier HSC,France Ligue 1,RM,Bronze,64,69,54,63,67,53,65
Sebastián Zúñiga,Union La Calera,Chile Campeonato Nacional Scotiabank,CM,Bronze,64,75,63,57,65,32,49
Dani Molina,RC Celta de Vigo,Spain Primera Division,CDM,Bronze,64,36,35,49,43,65,70
Sofian Chakla,Villarreal CF,Spain Primera Division,CB,Bronze,64,78,49,63,65,57,65
Kean Bryan,Sheffield United,England Premier League,CB,Bronze,64,68,44,53,61,63,75
Francisco Portillo,Universidad de Concepción,Chile Campeonato Nacional Scotiabank,CM,Bronze,64,40,46,46,59,63,65
Felipe Reynero,Cobresal,Chile Campeonato Nacional Scotiabank,RW,Bronze,64,77,62,49,65,34,69
Rodrigo Ureña,Cobresal,Chile Campeonato Nacional Scotiabank,CDM,Bronze,64,84,61,58,61,47,64
Ariel Martínez,Audax Italiano,Chile Campeonato Nacional Scotiabank,CM,Bronze,64,67,47,53,60,60,73
Rodolfo González,Cobresal,Chile Campeonato Nacional Scotiabank,CB,Bronze,64,81,54,58,70,29,49
Cristián Rojas,Deportes Antofagasta,Chile Campeonato Nacional Scotiabank,CB,Bronze,64,85,58,58,62,29,73
Thom Haye,Lecce,Italy Serie A,RM,Bronze,64,50,53,60,60,61,70
Nicolás Crovetto,Audax Italiano,Chile Campeonato Nacional Scotiabank,LB,Bronze,64,71,61,50,55,26,64
Martín Cortés,Curicó Unido,Chile Campeonato Nacional Scotiabank,CM,Bronze,64,60,31,41,50,62,69
Pál Dárdai,Hertha BSC,Germany 1. Bundesliga,LM,Bronze,64,56,26,42,50,63,65
Charles Abi,AS Saint-Étienne,France Ligue 1,LW,Bronze,64,76,46,59,63,56,50
Alessandro Deiola,Cagliari,Italy Serie A,CM,Bronze,64,56,23,43,44,63,64
Davor Lovren,Fortuna Düsseldorf,Germany 1. Bundesliga,RM,Bronze,64,52,24,39,39,62,64
Yassin Fekir,Real Betis Balompié,Spain Primera Division,LW,Bronze,64,85,62,51,64,25,68
Jonathan Burkardt,1. FSV Mainz 05,Germany 1. Bundesliga,ST,Bronze,64,32,27,36,37,62,70
Enzo Loiodice,Dijon FCO,France Ligue 1,CM,Bronze,64,71,50,60,59,64,60
Willem Geubbels,AS Monaco,France Ligue 1,ST,Bronze,64,72,58,57,62,40,62
Pierre Cornud,RCD Mallorca,Spain Primera Division,LB,Bronze,63,77,61,48,67,25,57
Enzo Millot,AS Monaco,France Ligue 1,CM,Bronze,63,54,24,34,31,61,73
Alexandre Phliponeau,Olympique de Marseille,France Ligue 1,CDM,Bronze,63,64,27,44,47,60,71
Sebastiano Esposito,Inter,Italy Serie A,ST,Bronze,63,62,38,56,60,60,68
Luan Cândido,RB Leipzig,Germany 1. Bundesliga,LB,Bronze,63,73,57,62,65,35,40
Andy Pelmard,OGC Nice,France Ligue 1,CB,Bronze,63,68,56,56,61,61,69
Manasse Mampala,Everton,England Premier League,ST,Bronze,63,76,28,54,65,60,65
Alessio Riccardi,Roma,Italy Serie A,CM,Bronze,63,73,48,55,63,59,61
Lucien Agoume,Inter,Italy Serie A,CM,Bronze,63,47,21,45,53,59,68
Noah Katterbach,1. FC Köln,Germany 1. Bundesliga,LWB,Bronze,63,77,57,58,65,46,61
Roberto López,Real Sociedad,Spain Primera Division,CAM,Bronze,63,58,30,39,44,62,68
Joan Monterde,Levante UD,Spain Primera Division,CAM,Bronze,63,56,43,59,65,60,66
Adam Idah,Norwich City,England Premier League,ST,Bronze,63,72,60,53,60,35,66
Endika,CA Osasuna,Spain Primera Division,LB,Bronze,63,66,32,49,51,60,69
James Garner,Manchester United,England Premier League,CDM,Bronze,63,72,47,67,62,48,65
Kevin Agudelo,Genoa,Italy Serie A,CM,Bronze,63,68,35,46,41,61,67
Camilo Saldaña,Palestino,Chile Campeonato Nacional Scotiabank,LB,Bronze,63,71,35,53,55,60,71
Ruben Droehnle,LOSC Lille,France Ligue 1,CB,Bronze,63,60,33,54,54,64,72
Mattia Viviani,Brescia,Italy Serie A,CDM,Bronze,63,63,27,49,58,62,67
Marijan Ćavar,Eintracht Frankfurt,Germany 1. Bundesliga,CM,Bronze,63,67,48,59,72,28,41
Jack Roles,Tottenham Hotspur,England Premier League,CAM,Bronze,63,71,61,41,60,22,65
George Marsh,Tottenham Hotspur,England Premier League,CDM,Bronze,63,68,32,48,56,60,71
Zech Medley,Arsenal,England Premier League,CB,Bronze,63,76,58,53,63,37,64
Víctor Fernández,Newcastle United,England Premier League,LM,Bronze,63,80,59,48,63,22,66
Ablie Jallow,FC Metz,France Ligue 1,RW,Bronze,63,80,38,51,64,59,53
William Bianda,Roma,Italy Serie A,CB,Bronze,63,71,57,61,67,36,46
Nikolas Nartey,1. FC Köln,Germany 1. Bundesliga,CM,Bronze,63,50,43,52,58,60,69
Carlo Villanueva,CD Viñazur,Chile Campeonato Nacional Scotiabank,CAM,Bronze,63,81,55,55,64,28,59
Andreas Poulsen,Borussia M'gladbach,Germany 1. Bundesliga,LB,Bronze,63,82,55,56,67,44,55
Pepe Mena,Sevilla FC,Spain Primera Division,CDM,Bronze,63,61,35,46,53,61,70
Carlos Suárez,Curicó Unido,Chile Campeonato Nacional Scotiabank,CDM,Bronze,63,66,55,61,64,59,73
Luca Checchin,Hellas Verona,Italy Serie A,CM,Bronze,63,62,38,54,56,61,71
Thomas Rodríguez,Genoa,Italy Serie A,RM,Bronze,63,45,54,54,55,61,73
Alan Moreno,Deportes Iquique,Chile Campeonato Nacional Scotiabank,RB,Bronze,63,60,37,45,48,62,69
Otegui,CA Osasuna,Spain Primera Division,CM,Bronze,63,72,26,56,62,60,69
Daniel Franco,Curicó Unido,Chile Campeonato Nacional Scotiabank,CB,Bronze,63,70,61,43,59,49,70
John Santander,Cobresal,Chile Campeonato Nacional Scotiabank,LB,Bronze,63,68,60,52,58,38,74
Washington Torres,Coquimbo Unido,Chile Campeonato Nacional Scotiabank,CB,Bronze,63,75,59,56,65,30,64
Joaquin Verdugo,Huachipato,Chile Campeonato Nacional Scotiabank,CAM,Bronze,63,67,59,57,67,31,44
Álvaro Madrid,Everton de Viña del Mar,Chile Campeonato Nacional Scotiabank,CM,Bronze,63,62,29,53,55,61,62
Marcos Velásquez,Everton de Viña del Mar,Chile Campeonato Nacional Scotiabank,CB,Bronze,63,63,22,45,38,60,70
Ben Heneghan,Sheffield United,England Premier League,CB,Bronze,63,74,54,59,70,47,54
Daniele Ragatzu,Cagliari,Italy Serie A,ST,Bronze,63,88,57,52,66,28,59
Yerson Opazo,Curicó Unido,Chile Campeonato Nacional Scotiabank,RB,Bronze,63,65,42,43,50,59,78
Meritan Shabani,Wolverhampton Wanderers,England Premier League,CAM,Bronze,63,63,60,59,64,31,53
Michael Obafemi,Southampton,England Premier League,ST,Bronze,63,85,53,53,63,26,56
John Yeboah,VfL Wolfsburg,Germany 1. Bundesliga,LM,Bronze,63,69,66,49,63,24,44
Arton Zekaj,LOSC Lille,France Ligue 1,CDM,Bronze,63,65,59,45,57,21,62
